ID,DOLLAR_ID,PE_INTERFACE,PE_IP,PE_HOSTNAME,DISTRICTID,EXCHANGENAME,VENDORID,NOOR_SUB,ETISILAT_SUB,ORANGE_SUB,VODA_SUB,BITSTREAM_DATA_SUB,WE_DATA_SUB,TOTAL_VOICE_SUB,REGIONID,SECTOR,LAT,LONG,HOSTNAME,MSANCODE,SECTOR_ARABIC,REGION_NAME,SECTORID,SHELF,TEDATAIP,TE_IP,,NODENAME,ROWVERSION,HASERRORS,INSERTION,CAPACITY,,VIC
2341666,465377079,GI0/0/0/33,10.45.25.249,ZEFTAH-R20C-GH-EG,GHARBIYA PHONE AREA 2,ZEFTAH...GH,ZTE_GPON,0,12,3,2,17,58,92,51,8,31.14302,30.43292,ZFTAH101-M01Z-GH-EG,08-1-18-101,قطاع وسط الدلتا,منطقة تليفونات الغربية 2,EGYPT - MIDDLE DELTA,1,10.61.24.2,10.91.76.2,,08-1-18-101_S01,2025-01-23-09.26.09.000000,0,2026-06-01-06.18.34.632912,,,NO
2341667,465377080,AE0,10.45.6.210,SHAMMA-R01J-MNF-EG,MENOUFIA PHONE AREA,SHAMMA...MNF,HUAWEI_GPON,0,11,9,33,53,761,824,24,8,30.93723,30.37282,SHAMMA-G02H-MNF-EG,08-2-190-850,قطاع وسط الدلتا,منطقة تليفونات المنوفية,EGYPT - MIDDLE DELTA,1,10.60.213.162,10.230.160.122,,08-2-190-850_S01,2026-04-16-06.18.53.000000,0,2026-06-01-06.18.34.632912,,,NO
2341668,465377081,ET-0/0/19,10.45.21.5,DMIETGD-R05J-DT-EG,DAMIETTA PHONE AREA,DAMIETTAGEDIDA...DT,HUAWEI_GPON,0,3,5,11,19,190,224,21,7,31.44961,31.70577,DMTAG120-M01H-DT-EG,07-5-117-120,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.61.110.90,10.237.239.218,,07-5-117-120_S01,2024-11-17-15.35.52.000000,0,2026-06-01-06.18.34.632912,,,NO
2341669,465377082,GE-0/1/1,10.45.21.34,SEGNKOM-R01J-GH-EG,WESTERN PHONE AREA,SEGINELKOM...GH,HUAWEI_GPON,6,8,8,25,47,301,368,22,8,30.90593,31.06102,SEGNKM80-M01H-GH-EG,08-1-280-80,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.61.98.90,10.230.78.234,,08-1-280-80_S01,2025-12-04-13.21.48.000000,0,2026-06-01-06.18.34.632912,,,NO
2341670,465377083,GE-0/1/2,10.45.21.34,SEGNKOM-R01J-GH-EG,WESTERN PHONE AREA,SEGINELKOM...GH,HUAWEI_GPON,2,0,3,2,7,55,64,22,8,31.05432,30.91228,SEGNKM81-M01H-GH-EG,08-1-280-81,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.61.98.98,10.230.78.242,,08-1-280-81_S01,2025-02-09-00.23.47.000000,0,2026-06-01-06.18.34.632912,,,NO
2341671,465377084,GE-0/0/4,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,5,1,6,85,93,45,15,31.75438,30.61881,QUREN120-M02H-SHR-EG,07-4-307-120,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.19.91,10.231.78.203,,07-4-307-120_S02,2026-04-21-06.23.27.000000,0,2026-06-01-06.18.34.632912,,,NO
2341672,465377085,GE-0/0/4,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,10,1,11,230,249,45,15,31.75438,30.61881,QUREN120-M01H-SHR-EG,07-4-307-120,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.19.90,10.231.78.202,,07-4-307-120_S01,2026-05-13-06.17.36.000000,0,2026-06-01-06.18.34.632912,,,NO
2341673,465377086,GE-0/1/9,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.75438,30.61881,QUREN121-M02H-SHR-EG,07-4-307-121,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.93.163,10.219.77.11,,07-4-307-121_S02,2025-07-14-06.46.14.000000,0,2026-06-01-06.18.34.632912,,,NO
2341674,465377087,GE-0/1/9,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.75438,30.61881,QUREN121-M01H-SHR-EG,07-4-307-121,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.93.162,10.219.77.10,,07-4-307-121_S01,2026-04-21-06.24.01.000000,0,2026-06-01-06.18.34.632912,,,NO
2341675,465377088,GE-1/0/6,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,2,3,0,5,190,201,45,15,30.61091,31.73918,QURIN128-M02H-SHR-EG,07-4-307-128,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.19.155,10.91.77.11,,07-4-307-128_S02,2026-05-04-14.49.44.000000,0,2026-06-01-06.18.34.632912,,,NO
2341676,465377089,GE-1/0/6,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,2,19,3,24,222,256,45,15,30.61091,31.73918,QURIN128-M01H-SHR-EG,07-4-307-128,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.19.154,10.91.77.10,,07-4-307-128_S01,2025-10-14-15.55.25.000000,0,2026-06-01-06.18.34.632912,,,NO
2341677,465377090,GE-1/0/7,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,1,1,55,56,45,15,31.73918,30.61091,QURIN129-M02H-SHR-EG,07-4-307-129,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.89.19,10.91.77.19,,07-4-307-129_S02,2025-02-11-13.32.23.000000,0,2026-06-01-06.18.34.632912,,,NO
2341678,465377091,GE-1/0/7,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,21,0,21,226,256,45,15,31.73918,30.61091,QURIN129-M01H-SHR-EG,07-4-307-129,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.89.18,10.91.77.18,,07-4-307-129_S01,2026-03-01-06.15.25.000000,0,2026-06-01-06.18.34.632912,,,NO
2341679,465377092,GE-1/1/0,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,2,20,0,22,205,247,45,15,31.73396,30.61382,QURIN132-M01H-SHR-EG,07-4-307-132,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.19.170,10.91.77.66,,07-4-307-132_S01,2026-03-26-06.24.40.000000,0,2026-06-01-06.18.34.632912,,,NO
2341680,465377093,GE-1/1/0,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,1,2,1,4,46,51,45,15,31.73396,30.61382,QURIN132-M02H-SHR-EG,07-4-307-132,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.19.171,10.91.77.67,,07-4-307-132_S02,2026-05-24-06.12.35.000000,0,2026-06-01-06.18.34.632912,,,NO
2341681,465377094,GE-1/1/1,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,5,1,6,45,51,45,15,31.73396,30.61382,QURIN133-M01H-SHR-EG,07-4-307-133,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.89.34,10.91.77.74,,07-4-307-133_S01,2026-05-18-06.17.29.000000,0,2026-06-01-06.18.34.632912,,,NO
2341682,465377095,GE-1/1/1,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.73396,30.61382,QURIN133-M02H-SHR-EG,07-4-307-133,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.89.35,10.91.77.75,,07-4-307-133_S02,2026-03-18-12.31.13.000000,0,2026-06-01-06.18.34.632912,,,NO
2341683,465377096,GE-1/1/8,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,1,40,0,41,199,256,45,15,31.72945,30.60662,QUREN140-M01H-SHR-EG,07-4-307-140,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.19.234,10.91.77.218,,07-4-307-140_S01,2026-05-13-15.28.14.000000,0,2026-06-01-06.18.34.632912,,,NO
2341684,465377097,GE-1/1/8,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,5,2,7,114,126,45,15,31.72945,30.60662,QUREN140-M02H-SHR-EG,07-4-307-140,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.19.235,10.91.77.219,,07-4-307-140_S02,2026-05-13-16.46.46.000000,0,2026-06-01-06.18.34.632912,,,NO
2341685,465377098,GE-1/1/9,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.72945,30.60662,QUREN141-M02H-SHR-EG,07-4-307-141,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.89.67,10.91.77.227,,07-4-307-141_S02,2026-01-30-06.20.16.000000,0,2026-06-01-06.18.34.632912,,,NO
2341686,465377099,GE-1/1/9,10.45.2.33,QUREIN-R01J-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,1,2,1,4,59,64,45,15,31.72945,30.60662,QUREN141-M01H-SHR-EG,07-4-307-141,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.89.66,10.91.77.226,,07-4-307-141_S01,2026-01-23-06.34.46.000000,0,2026-06-01-06.18.34.632912,,,NO
2341687,465377100,GE0/1/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,121,125,45,15,31.73832,30.61319,QUREC142-M02H-SHR-EG,07-4-307-142,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.19.243,10.91.77.235,,07-4-307-142_S02,2025-08-19-06.41.28.000000,0,2026-06-01-06.18.34.632912,,,NO
2341688,465377101,GI0/1/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,1,16,3,20,219,250,45,15,31.73832,30.61319,QUREC142-M01H-SHR-EG,07-4-307-142,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.19.242,10.91.77.234,,07-4-307-142_S01,2024-11-27-07.15.02.000000,0,2026-06-01-06.18.34.632912,,,NO
2341689,465377102,GI0/1/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,121,125,45,15,31.73832,30.61319,QUREC142-M02H-SHR-EG,07-4-307-142,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.19.243,10.91.77.235,,07-4-307-142_S02,2025-08-19-06.41.28.000000,0,2026-06-01-06.18.34.632912,,,NO
2341690,465377103,GE0/1/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,1,16,3,20,219,250,45,15,31.73832,30.61319,QUREC142-M01H-SHR-EG,07-4-307-142,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.19.242,10.91.77.234,,07-4-307-142_S01,2024-11-27-07.15.02.000000,0,2026-06-01-06.18.34.632912,,,NO
2341691,465377104,GI0/2/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.73832,30.61319,QUREC143-M01H-SHR-EG,07-4-307-143,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.90.130,10.91.77.242,,07-4-307-143_S01,2026-03-30-06.25.57.000000,0,2026-06-01-06.18.34.632912,,,NO
2341692,465377105,GE0/2/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.73832,30.61319,QUREC143-M02H-SHR-EG,07-4-307-143,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.90.131,10.91.77.243,,07-4-307-143_S02,2024-11-27-07.14.10.000000,0,2026-06-01-06.18.34.632912,,,NO
2341693,465377106,GE0/2/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.73832,30.61319,QUREC143-M01H-SHR-EG,07-4-307-143,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.90.130,10.91.77.242,,07-4-307-143_S01,2026-03-30-06.25.57.000000,0,2026-06-01-06.18.34.632912,,,NO
2341694,465377107,GI0/2/7,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.73832,30.61319,QUREC143-M02H-SHR-EG,07-4-307-143,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.90.131,10.91.77.243,,07-4-307-143_S02,2024-11-27-07.14.10.000000,0,2026-06-01-06.18.34.632912,,,NO
2341695,465377108,GE-0/0/6,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,NASSERIA...DT,HUAWEI_GPON,0,4,2,11,17,163,186,21,7,31.37588,31.51829,NASRIA26-M01H-DT-EG,07-5-240-26,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.61.113.250,10.91.234.58,,07-5-240-26_S01,2025-02-06-10.21.06.000000,0,2026-06-01-06.18.34.632912,,,NO
2341696,465377109,GE0/13/8,10.45.28.182,HDARAH-R20H-ALX-EG,THE FIRST REGION OF ALEXANDRIA,HADARAH...ALX,HUAWEI_GPON,1,73,61,219,354,2273,2731,13,5,31.20087,29.93733,HDARAH-G02H-ALX-EG,05-1-04-952,قطاع الأسكندرية,المنطقة الاولى اسكندرية,EGYPT - ALEX,1,10.61.113.226,10.230.233.234,,05-1-04-952_S01,2026-05-15-06.17.53.000000,0,2026-06-01-06.18.34.632912,,,NO
2341697,465377110,GI0/13/8,10.45.28.182,HDARAH-R20H-ALX-EG,THE FIRST REGION OF ALEXANDRIA,HADARAH...ALX,HUAWEI_GPON,1,73,61,219,354,2273,2731,13,5,31.20087,29.93733,HDARAH-G02H-ALX-EG,05-1-04-952,قطاع الأسكندرية,المنطقة الاولى اسكندرية,EGYPT - ALEX,1,10.61.113.226,10.230.233.234,,05-1-04-952_S01,2026-05-15-06.17.53.000000,0,2026-06-01-06.18.34.632912,,,NO
2341698,465377111,ET-0/0/20,10.45.15.253,MINYA-R07J-MN-EG,MINYA PHONE AREA,MINYA...MN,HUAWEI_GPON,0,4,6,17,27,61,102,29,10,28.09831,30.75393,MINYA220-M01H-MN-EG,10-1-02-220,قطاع شمال الصعيد,منطقة تليفونات المنيا,EGYPT - NORTH UPPER,1,10.61.34.178,10.91.116.114,,10-1-02-220_S01,2024-12-09-15.48.26.000000,0,2026-06-01-06.18.34.632912,,,NO
2341699,465377112,ET-0/0/20,10.45.15.253,MINYA-R07J-MN-EG,MINYA PHONE AREA,MINYA...MN,HUAWEI_GPON,0,0,0,0,0,0,0,29,10,28.09831,30.75393,MINYA220-M02H-MN-EG,10-1-02-220,قطاع شمال الصعيد,منطقة تليفونات المنيا,EGYPT - NORTH UPPER,2,10.61.34.179,10.91.116.115,,10-1-02-220_S02,2026-04-25-06.13.55.000000,0,2026-06-01-06.18.34.632912,,,NO
2341700,465377113,ET-0/0/47,10.45.21.247,AMRYAH-R05J-ALX-EG,THE SECOND REGION IN THE NORTHERN COAST,AAMREYAH...ALX,ZTE_GPON,0,0,0,0,0,0,6,17,6,28.18279,31.0387,AMRYAH66-M01Z-ALX-EG,06-2-14-66,قطاع الساحل الشمالى ومطروح,المنطقة الثانية بالساحل الشمالى,EGYPT - NORTH COAST,1,10.60.72.194,10.91.65.66,,06-2-14-66 UNDER ACCPTANCE,2024-12-13-05.12.25.000000,0,2026-06-01-06.18.34.632912,,,NO
2341701,465377114,AE3,10.45.23.174,OBURCTY2-R05J-C-EG,"THE SECOND AREA, NEW CAIRO",OBOURCITY2...C,HUAWEI_GPON,0,0,0,6,6,364,382,8,3,31.46333,30.22536,OBURCTY2-G05H-C-EG,03-2-17-853,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.61.87.74,10.91.190.98,,03-2-17-853_S01,2026-03-28-06.19.40.000000,0,2026-06-01-06.18.34.632912,,,NO
2341702,465377115,GE-1/1/2,10.45.25.95,FAYSAL-R06J-ALX-EG,"THE THIRD REGION, ALEXANDRIA",FAYSAL...ALX,ZTE_GPON,0,7,5,18,30,269,316,14,5,31.24768,30.01815,FAYSL150-M01Z-ALX-EG,05-3-14-150,قطاع الأسكندرية,المنطقة الثالثة اسكندرية,EGYPT - ALEX,1,10.61.103.146,10.91.151.50,,05-3-14-150_S01,2026-04-23-11.54.06.000000,0,2026-06-01-06.18.34.632912,,,NO
2341703,465377116,GE0/13/4,10.45.18.194,MRIUTIA-R21H-GZ-EG,"THE SECOND REGION, OCTOBER",MARIUTTIA2...GZ,HUAWEI_GPON,0,56,48,234,338,2131,2550,50,16,29.99279,31.14515,MRIUTIA-G06H-GZ-EG,04-3-24-954,قطاع اكتوبر,المنطقة الثالثة اكتوبر,EGYPT - OCTOBER,1,10.61.113.122,10.91.47.74,,04-3-24-954_S01,2026-04-17-06.27.32.000000,0,2026-06-01-06.18.34.632912,,,NO
2341704,465377117,GI0/13/4,10.45.18.194,MRIUTIA-R21H-GZ-EG,"THE SECOND REGION, OCTOBER",MARIUTTIA2...GZ,HUAWEI_GPON,0,56,48,234,338,2131,2550,50,16,29.99279,31.14515,MRIUTIA-G06H-GZ-EG,04-3-24-954,قطاع اكتوبر,المنطقة الثالثة اكتوبر,EGYPT - OCTOBER,1,10.61.113.122,10.91.47.74,,04-3-24-954_S01,2026-04-17-06.27.32.000000,0,2026-06-01-06.18.34.632912,,,NO
2341705,465377118,GE-0/0/4,10.45.6.116,BAKOUR-R01J-AST-EG,ASSIUT PHONE AREA,BAKOUR...AST,ZTE_GPON,0,2,0,1,3,32,54,33,11,31.447552,31.694867,BAKOUR20-M01Z-AST-EG,11-2-211-20,قطاع وسط الصعيد,منطقة تليفونات أسيوط,EGYPT - MIDDLE UPPER,1,10.61.104.50,10.91.105.146,,11-2-211-20_S01,2025-09-10-15.05.34.000000,0,2026-06-01-06.18.34.632912,,,NO
2341706,465377119,GE-1/0/7,10.45.19.158,KFRDWAR-R05J-BH-EG,THE SECOND LAKE TELEPHONE AREA,KAFRELDAWAR...BH,HUAWEI_GPON,0,6,3,22,31,346,396,26,9,31.15048,30.11364,KFDWAR82-M01H-BH-EG,09-3-18-82,قطاع غرب الدلتا,منطقة تليفونات البحيرة الثانية,EGYPT - WEST DELTA,1,10.61.97.58,10.231.174.10,,09-3-18-82_S01,2025-06-01-20.00.58.000000,0,2026-06-01-06.18.34.632912,,,NO
2341707,465377120,GE-1/0/8,10.45.19.158,KFRDWAR-R05J-BH-EG,THE SECOND LAKE TELEPHONE AREA,KAFRELDAWAR...BH,HUAWEI_GPON,0,8,5,22,35,315,375,26,9,30.11613,31.15193,KFDWAR83-M01H-BH-EG,09-3-18-83,قطاع غرب الدلتا,منطقة تليفونات البحيرة الثانية,EGYPT - WEST DELTA,1,10.61.97.34,10.219.169.26,,09-3-18-83_S01,2025-06-24-10.33.29.000000,0,2026-06-01-06.18.34.632912,,,NO
2341708,465377121,GE-1/0/2,10.45.15.131,HWAWSH-R01J-SHG-EG,SOHAG PHONE AREA,HAWAWISH...SHG,NOKIA_GPON,0,65,4,4,73,52,141,31,11,31.80278,26.56428,HAWAC29-M01N-SHG-EG,11-1-235-29,قطاع وسط الصعيد,منطقة تليفونات سوهاج,EGYPT - MIDDLE UPPER,1,10.61.47.178,10.91.102.74,,11-1-235-29_S01,2026-06-01-03.54.02.000000,0,2026-06-01-06.18.34.632912,,,NO
2341709,465377122,,,,SOHAG PHONE AREA,MANSHAAH...SHG,NOKIA_GPON,0,6,20,6,32,351,415,31,11,31.4804,26.28435,MNSHAH40-M01N-SHG-EG,11-1-02-40,قطاع وسط الصعيد,منطقة تليفونات سوهاج,EGYPT - MIDDLE UPPER,1,10.61.40.98,10.91.207.178,,11-1-02-40_S01,2026-06-01-02.13.33.000000,0,2026-06-01-06.18.34.632912,,,NO
2341710,465377123,,,,SOHAG PHONE AREA,MANSHAAH...SHG,NOKIA_GPON,0,1,1,2,4,39,43,31,11,31.4804,26.28435,MNSHAH40-M02N-SHG-EG,11-1-02-40,قطاع وسط الصعيد,منطقة تليفونات سوهاج,EGYPT - MIDDLE UPPER,2,10.61.40.99,10.91.207.179,,11-1-02-40_M02N_MANSHA_R02J,2026-06-01-01.56.45.000000,0,2026-06-01-06.18.34.632912,,,NO
2341711,465377124,,,,SOHAG PHONE AREA,MANSHAAH...SHG,NOKIA_GPON,0,8,17,9,34,351,418,31,11,31.18041,26.28436,MANSHA41-M01N-SHG-EG,11-1-02-41,قطاع وسط الصعيد,منطقة تليفونات سوهاج,EGYPT - MIDDLE UPPER,1,10.61.40.106,10.91.207.186,,11-1-02-41_S01,2026-06-01-06.14.22.000000,0,2026-06-01-06.18.34.632912,,,NO
2341712,465377125,,,,SOHAG PHONE AREA,MANSHAAH...SHG,NOKIA_GPON,0,5,6,8,19,161,209,31,11,31.18041,26.28436,MANSHA41-M02N-SHG-EG,11-1-02-41,قطاع وسط الصعيد,منطقة تليفونات سوهاج,EGYPT - MIDDLE UPPER,2,10.61.40.107,10.91.207.187,,11-1-02-41_M02N_MANSHA_R02J,2026-06-01-01.28.31.000000,0,2026-06-01-06.18.34.632912,,,NO
2341713,465377126,GE0/1/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,30.61155,31.74515,QUREC144-M02H-SHR-EG,07-4-307-144,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.20.3,10.91.77.251,,07-4-307-144_S02,2025-11-09-05.50.21.000000,0,2026-06-01-06.18.34.632912,,,NO
2341714,465377127,GE0/1/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,11,3,14,227,247,45,15,30.61155,31.74515,QUREC144-M01H-SHR-EG,07-4-307-144,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.20.2,10.91.77.250,,07-4-307-144_S01,2026-01-24-06.19.05.000000,0,2026-06-01-06.18.34.632912,,,NO
2341715,465377128,GI0/1/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,11,3,14,227,247,45,15,30.61155,31.74515,QUREC144-M01H-SHR-EG,07-4-307-144,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.20.2,10.91.77.250,,07-4-307-144_S01,2026-01-24-06.19.05.000000,0,2026-06-01-06.18.34.632912,,,NO
2341716,465377129,GI0/1/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,30.61155,31.74515,QUREC144-M02H-SHR-EG,07-4-307-144,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.20.3,10.91.77.251,,07-4-307-144_S02,2025-11-09-05.50.21.000000,0,2026-06-01-06.18.34.632912,,,NO
2341717,465377130,GI0/2/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.74515,30.61155,QUREC145-M02H-SHR-EG,07-4-307-145,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.90.139,10.231.79.219,,07-4-307-145_S02,2026-01-17-06.18.16.000000,0,2026-06-01-06.18.34.632912,,,NO
2341718,465377131,GE0/2/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,0,0,0,0,0,45,15,31.74515,30.61155,QUREC145-M02H-SHR-EG,07-4-307-145,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,2,10.61.90.139,10.231.79.219,,07-4-307-145_S02,2026-01-17-06.18.16.000000,0,2026-06-01-06.18.34.632912,,,NO
2341719,465377132,GE0/2/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,1,0,1,24,29,45,15,31.74515,30.61155,QUREC145-M01H-SHR-EG,07-4-307-145,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.90.138,10.231.79.218,,07-4-307-145_S01,2025-06-14-06.27.18.000000,0,2026-06-01-06.18.34.632912,,,NO
2341720,465377133,GI0/2/8,10.45.25.165,QUREIN-R20H-SHR-EG,THE SECOND EASTERN REGION,QUREIN...SHR,HUAWEI_GPON,0,0,1,0,1,24,29,45,15,31.74515,30.61155,QUREC145-M01H-SHR-EG,07-4-307-145,قطاع شرق الدلتا 2,المنطقة الثانية الشرقية,EGYPT - EAST DELTA2,1,10.61.90.138,10.231.79.218,,07-4-307-145_S01,2025-06-14-06.27.18.000000,0,2026-06-01-06.18.34.632912,,,NO
2341721,465377134,GE-0/1/3,10.45.19.7,MAGAGA-R03J-MN-EG,MINYA PHONE AREA,MAGHAGHA...MN,NOKIA_GPON,0,3,2,11,16,131,159,29,10,31.195432,29.933035,MGHGHA74-M01N-MN-EG,10-1-09-74,قطاع شمال الصعيد,منطقة تليفونات المنيا,EGYPT - NORTH UPPER,1,10.61.36.98,10.230.218.74,,10-1-09-74_S01,2026-06-01-04.36.59.000000,0,2026-06-01-06.18.34.632912,,,NO
